converted_expressions/200924-1312-148.i.png, \left ( { a + 7 } \right ) 
converted_expressions/200926-1550-27.i.png, \mbox { G } 
converted_expressions/TrainData2_0_sub_71.i.png,\frac{\sin B + \sin C}{\cos B + \cos C}
converted_expressions/200923-1251-164.i.png, { \mbox { z } } ^ { \phi } 
converted_expressions/200923-1553-186.i.png, \sqrt { { \mbox { N } - \mbox { P } } } 
converted_expressions/formulaire012-equation003.i.png,$4 \pi d^2$
converted_expressions/formulaire012-equation036.i.png,$a_ns_3 + a_{n-1}s_2 + a_{n-2}s_1 + 3a_{n-3} = 0$
converted_expressions/79_carlos.i.png,$p = \sqrt{a^2 + b^2 - 2ab \cos A}$
converted_expressions/200923-1553-313.i.png, \left ( \sum { \mbox { S } } \right ) 
converted_expressions/formulaire010-equation073.i.png,$x^7-x^6-x^4-x^2-1$
converted_expressions/200923-131-142.i.png, \alpha 
converted_expressions/200924-1312-64.i.png, 8.5 
converted_expressions/200923-1553-100.i.png, { \mbox { E } { G \mbox { l } } } 
converted_expressions/formulaire034-equation010.i.png,$197 \times (47 + 130 + 1 + 123) \leq 59297$
converted_expressions/KME2G3_25_sub_74.i.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
converted_expressions/formulaire028-equation022.i.png,$v_x(f)$
converted_expressions/2009210-947-113.i.png, \mbox { y } 
converted_expressions/200923-1251-186.i.png, \left [ \sum { X } \right ] 
converted_expressions/2009213-137-66.i.png, \frac { \sqrt { 1 + \cos ^ 2 \left ( \theta \right ) } } { 2 } = \cos \left ( 2 \theta \right ) 
converted_expressions/formulaire017-equation026.i.png,$\frac{1}{2}(3x^2-1)$
converted_expressions/200926-1617-63.i.png, { \mbox { q } \left ( H \right ) } ^ { { \cdots + A } } 
converted_expressions/TrainData2_21_sub_71.i.png,\frac{\sin B + \sin C}{\cos B + \cos C}
converted_expressions/200923-131-157.i.png, { - { \mbox { d } \mbox { t } } } 
converted_expressions/200923-1254-224.i.png, { { - \mbox { T } } - { \mbox { T } - M } } 
converted_expressions/TrainData2_10_sub_71.i.png,\frac{\sin B + \sin C}{\cos B + \cos C}
converted_expressions/200923-1553-251.i.png, 5 
converted_expressions/76_maira.i.png,$a = b \cos C + c \cos B$
converted_expressions/200923-1254-187.i.png, \int { \mbox { T } } _ { \mbox { v } } dc 
converted_expressions/formulaire032-equation052.i.png,$u_{p} + u_{n-p} = u_0 + u_n$
converted_expressions/formulaire038-equation007.i.png,"$(n,1)$"
converted_expressions/200923-1254-57.i.png, { \mbox { g } - \left ( \theta \right ) } 
converted_expressions/formulaire025-equation021.i.png,$\frac{f_1}{g_1}$
converted_expressions/formulaire008-equation060.i.png,$(176 + (115 \times 196)) / 67 = 339.04$
converted_expressions/131_edwin.i.png,$f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0$
converted_expressions/formulaire009-equation031.i.png,$a + 0 = 0 + a = a$
converted_expressions/130_alfonso.i.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
converted_expressions/91_user0.i.png,$\sin \theta = \frac{y}{\sqrt{x^2 + y^2}}$
converted_expressions/TrainData2_4_sub_61.i.png,\int \left( 2^{x} - 3 e^{x} \right) d x
converted_expressions/formulaire039-equation058.i.png,$f(x)\leq a$
converted_expressions/formulaire032-equation062.i.png,$\phi_1(p)+\phi_2(p)$
converted_expressions/formulaire009-equation049.i.png,"$r=pgcd(k,n)$"
converted_expressions/200926-131-229.i.png, i 
converted_expressions/formulaire032-equation018.i.png,$27a_4a_1^2-72a_4a_2a_0+2a_2^3-9a_3a_2a_1+27a_3^2a_0=0$
converted_expressions/formulaire002-equation043.i.png,$y = \frac { 1}{Y}$
converted_expressions/200926-1617-2.i.png, \int e ^ { x ^ 2 } x ^ 3 d x 
converted_expressions/formulaire001-equation048.i.png,$X^3-1$
converted_expressions/TrainData2_19_sub_9.i.png,\sqrt{b^{2} - 4 a c}
converted_expressions/200924-1331-10.i.png, { \sqrt { i } } ^ { E } 
converted_expressions/formulaire008-equation014.i.png,$(1+t)^n=1 +tn+o(n)$
converted_expressions/200922-949-2.i.png, \int e ^ { x ^ 2 } x ^ 3 d x 
converted_expressions/200922-949-215.i.png, \mbox { t } 
converted_expressions/TrainData2_6_sub_17.i.png,x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2}
converted_expressions/109_Fabricio.i.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
converted_expressions/formulaire016-equation004.i.png,$1 + \frac{h^{2}}{r^{2}} = \frac{1}{\sin ^{2}\alpha}$
converted_expressions/formulaire016-equation011.i.png,$\frac{\alpha-1}{\alpha+\beta-2}$
converted_expressions/200923-1556-46.i.png, \sum _ { { b = P } } ^ { k } { { { - \mbox { v } } - m } } 
converted_expressions/116_hirata.i.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
converted_expressions/TrainData2_0_sub_51.i.png,\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
converted_expressions/TrainData2_23_sub_39.i.png,\sin x - \sin y - \sin \left( x - y \right)
converted_expressions/formulaire029-equation037.i.png,"$53,330+16 x 10^9$"
converted_expressions/formulaire026-equation001.i.png,$\frac{\pi^2}{3} s^2$
converted_expressions/200923-131-292.i.png, \left [ { \mbox { p } + \mbox { s } } \right ] 
converted_expressions/200922-1017-34.i.png, \sum _ { { \mbox { w } = F } } ^ { G } { { V + \mbox { o } } } 
converted_expressions/200926-1617-174.i.png, \int { \mbox { R } o } dR 
converted_expressions/200922-1017-14.i.png, a + \sqrt { \frac { b + c } { d + f } } 
converted_expressions/200923-1251-54.i.png, \log _2 \left ( 2 ^ 5 \right ) = 5 
converted_expressions/formulaire026-equation062.i.png,$j^ku$
converted_expressions/formulaire004-equation046.i.png,$\frac{b-a}{n}\leq\alpha$
converted_expressions/90_caue.i.png,$y = r \sin \theta$
converted_expressions/2009220-1327-115.i.png, \pi 
converted_expressions/2009220-1327-88.i.png, 5 
converted_expressions/200923-1553-84.i.png, \mbox { Pk } 
converted_expressions/KME2G3_19_sub_22.i.png,x_x^x + y_y^y + z_z^z - x - y - z
converted_expressions/200922-949-169.i.png, \sum { { X + \mbox { x } } } 
converted_expressions/130_rosario.i.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
converted_expressions/formulaire017-equation028.i.png,$y = y_1 + \frac{1}{z}$
converted_expressions/80_carlos.i.png,$\frac{1}{r^2} = \frac{1}{(R - m)^2} + \frac{1}{(R + m)^2}$
converted_expressions/200922-947-111.i.png,{b\neq{h-\mbox{i}}}
converted_expressions/formulaire002-equation032.i.png,$n_1+\ldots+n_j$
converted_expressions/formulaire029-equation071.i.png,$y = a - b \cos(\theta)$
converted_expressions/TrainData2_17_sub_15.i.png,\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
converted_expressions/formulaire038-equation024.i.png,$dp^3+4ep^2-c^2p^2-2cdp-d^2 = 0$
converted_expressions/TrainData2_6_sub_29.i.png,x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
converted_expressions/200925-1126-143.i.png, \sum { \mbox { H } } 
converted_expressions/TrainData2_26_sub_6.i.png,x_{i} - x_{i + 1} + x_{i + 2}
converted_expressions/formulaire016-equation024.i.png,"$(x_0, y_0, z_0)$"
converted_expressions/126_user0.i.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
converted_expressions/formulaire020-equation001.i.png,$2^2=4$
converted_expressions/111_miguel.i.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
converted_expressions/formulaire004-equation019.i.png,$e^{imx} - e^{-imx} = 2i\sin (mx)$
converted_expressions/2009213-139-127.i.png, { { - z } + \frac { \mbox { S } } { \alpha } } 
converted_expressions/formulaire009-equation023.i.png,$2x^3 + (1 - \sqrt{13})x^2 - 2x - 3 + \sqrt{13}$
converted_expressions/200926-1550-113.i.png, \left [ \sum { \mbox { N } } \right ] 
converted_expressions/formulaire037-equation029.i.png,$z_2-z_1=h$
converted_expressions/formulaire002-equation016.i.png,$2^{s+13}$
converted_expressions/200922-947-135.i.png, \left ( { \mbox { r } C } \right ) 
converted_expressions/formulaire039-equation072.i.png,$w^2(z)$
converted_expressions/200922-949-145.i.png, \frac { { N + 9 } } { \frac { B } { \mbox { S } } } 
converted_expressions/formulaire021-equation009.i.png,"$\frac {x-10}{1} = 0,7$"
converted_expressions/200922-949-101.i.png, { { - \mbox { v } } + \frac { L } { j } } 
converted_expressions/formulaire037-equation048.i.png,$a d_1 \leq d_2 \leq b d_1$
converted_expressions/2009213-137-87.i.png, { e } ^ { \sqrt { g } } \left ( \mbox { L } \right ) 
converted_expressions/129_leo.i.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
converted_expressions/form003-equation016.i.png,$\forall x \in E \exists y \in E xRy$
converted_expressions/200923-1253-123.i.png, \sum { j } 
converted_expressions/formulaire018-equation046.i.png,$z=r e^{i\theta}$
