converted_expressions/200924-1312-148.i.png,64 33 41 74 47 58 42 65 34 
converted_expressions/200926-1550-27.i.png,41 115 42 
converted_expressions/TrainData2_0_sub_71.i.png,12 41 14 100 47 14 99 42 41 16 100 47 16 99 42 
converted_expressions/200923-1251-164.i.png,41 41 78 42 42 62 41 9 42 
converted_expressions/200923-1553-186.i.png,13 41 41 41 107 42 46 41 109 42 42 42 
converted_expressions/formulaire012-equation003.i.png,55 2 79 62 53 
converted_expressions/formulaire012-equation036.i.png,74 61 75 95 61 54 47 74 61 41 75 46 52 42 95 61 53 47 74 61 41 75 46 53 42 95 61 52 47 54 74 61 41 75 46 54 42 48 51 
converted_expressions/79_carlos.i.png,86 48 13 41 74 62 53 47 77 62 53 46 53 74 77 16 102 42 
converted_expressions/200923-1553-313.i.png,64 33 18 41 41 108 42 42 65 34 
converted_expressions/formulaire010-equation073.i.png,73 62 58 46 73 62 57 46 73 62 55 46 73 62 53 46 52 
converted_expressions/200923-131-142.i.png,1 
converted_expressions/200924-1312-64.i.png,59 35 56 
converted_expressions/200923-1553-100.i.png,41 41 105 42 41 115 41 97 42 42 42 
converted_expressions/formulaire034-equation010.i.png,52 60 58 15 33 55 58 47 52 54 51 47 52 47 52 53 54 34 24 56 60 53 60 58 
converted_expressions/KME2G3_25_sub_74.i.png,17 61 41 20 54 42 62 51 12 52 41 84 62 83 47 52 42 79 83 
converted_expressions/formulaire028-equation022.i.png,92 61 73 33 85 34 
converted_expressions/2009210-947-113.i.png,41 76 42 
converted_expressions/200923-1251-186.i.png,64 38 18 41 101 42 65 39 
converted_expressions/2009213-137-66.i.png,12 41 13 41 52 47 16 62 53 64 33 10 65 34 42 42 41 53 42 48 16 64 33 53 10 65 34 
converted_expressions/formulaire017-equation026.i.png,12 41 52 42 41 53 42 33 54 73 62 53 46 52 34 
converted_expressions/200926-1617-63.i.png,41 41 93 42 64 33 114 65 34 42 62 41 41 63 47 102 42 42 
converted_expressions/TrainData2_21_sub_71.i.png,12 41 14 100 47 14 99 42 41 16 100 47 16 99 42 
converted_expressions/200923-131-157.i.png,41 46 41 41 79 42 41 83 42 42 42 
converted_expressions/200923-1254-224.i.png,41 41 46 41 111 42 42 46 41 41 111 42 46 112 42 42 
converted_expressions/TrainData2_10_sub_71.i.png,12 41 14 100 47 14 99 42 41 16 100 47 16 99 42 
converted_expressions/200923-1553-251.i.png,56 
converted_expressions/76_maira.i.png,74 48 77 16 99 47 81 16 100 
converted_expressions/200923-1254-187.i.png,17 41 41 111 42 42 61 41 41 92 42 42 79 81 
converted_expressions/formulaire032-equation052.i.png,91 61 41 86 42 47 91 61 41 75 46 86 42 48 91 61 51 47 91 61 75 
converted_expressions/formulaire038-equation007.i.png,33 75 
converted_expressions/200923-1254-57.i.png,41 41 90 42 46 64 33 10 65 34 42 
converted_expressions/formulaire025-equation021.i.png,12 41 85 61 52 42 41 90 61 52 42 
converted_expressions/formulaire008-equation060.i.png,33 52 58 57 47 33 52 52 56 15 52 60 57 34 34 49 57 58 48 54 54 60 35 51 55 
converted_expressions/131_edwin.i.png,85 33 73 34 48 74 61 75 73 62 75 47 74 61 41 75 46 52 42 73 62 41 75 46 52 42 47 63 47 74 61 52 73 47 74 61 51 
converted_expressions/formulaire009-equation031.i.png,74 47 51 48 51 47 74 48 74 
converted_expressions/130_alfonso.i.png,12 41 52 42 41 55 42 47 66 33 12 41 52 42 41 55 42 66 34 62 53 47 66 33 12 41 52 42 41 55 42 66 34 62 54 47 63 48 12 41 52 42 41 54 42 
converted_expressions/91_user0.i.png,14 10 48 12 41 76 42 41 13 41 73 62 53 47 76 62 53 42 42 
converted_expressions/TrainData2_4_sub_61.i.png,17 64 33 53 62 41 73 42 46 54 84 62 41 73 42 65 34 79 73 
converted_expressions/formulaire039-equation058.i.png,85 33 73 34 24 74 
converted_expressions/formulaire032-equation062.i.png,9 61 52 33 86 34 47 9 61 53 33 86 34 
converted_expressions/formulaire009-equation049.i.png,88 48 86 90 81 79 33 82 
converted_expressions/200926-131-229.i.png,80 
converted_expressions/formulaire032-equation018.i.png,53 58 74 61 55 74 61 52 62 53 46 58 53 74 61 55 74 61 53 74 61 51 47 53 74 61 53 62 54 46 60 74 61 54 74 61 53 74 61 52 47 53 58 74 61 54 62 53 74 61 51 48 51 
converted_expressions/formulaire002-equation043.i.png,76 48 12 41 52 42 41 113 42 
converted_expressions/200926-1617-2.i.png,17 84 62 41 73 62 53 42 73 62 54 79 73 
converted_expressions/formulaire001-equation048.i.png,101 62 54 46 52 
converted_expressions/TrainData2_19_sub_9.i.png,13 41 77 62 41 53 42 46 55 74 81 42 
converted_expressions/200924-1331-10.i.png,41 13 41 80 42 42 62 41 105 42 
converted_expressions/formulaire008-equation014.i.png,33 52 47 83 34 62 75 48 52 47 83 75 47 98 33 75 34 
converted_expressions/200922-949-2.i.png,17 84 62 41 73 62 53 42 73 62 54 79 73 
converted_expressions/200922-949-215.i.png,41 83 42 
converted_expressions/TrainData2_6_sub_17.i.png,73 61 41 52 42 46 73 61 41 53 42 47 76 61 41 52 42 46 76 61 41 53 42 47 78 61 41 52 42 46 78 61 41 53 42 
converted_expressions/109_Fabricio.i.png,13 38 73 39 41 12 41 74 42 41 77 42 42 48 12 41 13 38 73 39 41 74 42 42 41 13 38 73 39 41 77 42 42 
converted_expressions/formulaire016-equation004.i.png,52 47 12 41 94 62 41 53 42 42 41 88 62 41 53 42 42 48 12 41 52 42 41 14 62 41 53 42 1 42 
converted_expressions/formulaire016-equation011.i.png,12 41 1 46 52 42 41 1 47 3 46 53 42 
converted_expressions/200923-1556-46.i.png,18 61 41 41 77 48 109 42 42 62 41 82 42 41 41 41 46 41 92 42 42 46 87 42 42 
converted_expressions/116_hirata.i.png,73 48 12 41 46 77 26 13 41 77 62 53 46 55 74 81 42 42 41 53 74 42 
converted_expressions/TrainData2_0_sub_51.i.png,22 61 41 73 21 12 41 2 42 41 53 42 47 51 42 19 73 48 46 23 
